time,open,high,low,close,tick_volume,spread,real_volume
2024-08-14 22:45:00,1.10127,1.10144,1.10117,1.1012,319,15,0
2024-08-14 23:00:00,1.10121,1.10133,1.10104,1.10122,210,17,0
2024-08-14 23:15:00,1.10123,1.10128,1.10105,1.10106,262,25,0
2024-08-14 23:30:00,1.10108,1.10109,1.10096,1.10102,626,25,0
2024-08-14 23:45:00,1.10101,1.10117,1.10097,1.10098,276,26,0
2024-08-15 00:00:00,1.10108,1.10119,1.10097,1.10114,46,26,0
2024-08-15 00:15:00,1.10114,1.10125,1.10108,1.10116,29,26,0
2024-08-15 00:30:00,1.10114,1.10117,1.10112,1.10112,32,30,0
2024-08-15 00:45:00,1.10113,1.10113,1.10096,1.10098,59,33,0
2024-08-15 01:00:00,1.10101,1.10142,1.1009,1.10124,155,25,0
2024-08-15 01:15:00,1.10124,1.10129,1.10111,1.10112,80,16,0
2024-08-15 01:30:00,1.10111,1.10135,1.10108,1.10122,154,16,0
2024-08-15 01:45:00,1.10123,1.10134,1.1012,1.10122,117,17,0
2024-08-15 02:00:00,1.10127,1.10132,1.10117,1.10121,224,16,0
2024-08-15 02:15:00,1.10122,1.10123,1.10101,1.10103,176,16,0
2024-08-15 02:30:00,1.10102,1.10103,1.10088,1.10091,165,15,0
